gene_name,HH001_A1_SA_S1,HH001_B1_SA_S2,HH001_B3_SA_S3,HH003_A1_SA_S4,HH003_A3_SA_S5,HH003_B3_SA_S6,HH003_D_SA_S7,HH003_K_SA_S8,HH003_R_SA_S9
SLC36A1,830,845,2352.84,2126.745,1165.999,89,411.999,67.999,45
AC020892.1,0,4,1,31,4,25,8,10,1
FUK,173.882,229.503,321.165,436.379,207.519,52.969,142.966,24.254,4.711
AC135050.3,43.243,59.898,149.356,189.262,72.943,32.927,49.575,17.008,7.257
AC133555.1,12.713,21.726,21.912,7.994,3.125,0,9.07,0,0
ZCCHC14,70,57,289,308,102,38,136,24,11
NAV2-AS4,0,1,3,26,13,3,16,1,2
MRFAP1,292.017,221.164,675.43,708.752,291.269,66,191.731,44.216,24
AL354760.1,0,3,7,25,15,2,4,0,1
LINC00574,7.736,14.023,121.571,168.987,65.744,27.49,66.992,12.62,3.349
LINC02301,1.01,6.148,3.069,68.712,23.673,10.766,16.683,3.049,0
LINC02132,8.642,10.228,43.04,160.287,38.933,22.656,44.933,10.021,9.99
FHP1,0,0,1,17.079,1.123,3.449,6.104,0,0
SNORD115-23,1,1,0,0,0,1,0,0,0
MORF4L1P4,0,5,17,46,16,17,17,4,4
LRRC75A-AS1,489.881,398.428,1481.218,855.693,393.866,67.23,183.586,45.22,16.135
TOMM20L,6,3,3.756,8.314,3.22,3,1.787,4,1
AC020558.2,0,0,3,20,2,2,0,3,0
RNA5SP105,1,0,1,4,3,3,0,0,0
HLA-F,1005.12,858.993,1662.572,2191.189,655.941,403.982,622.15,170.632,43.799
MTND4P21,0,2,10,46.459,19.474,7,24.489,7,0
ANKS1A,169,129,336,532,163,52,165,24.197,10
CU633906.1,0,0,0,82.66,0,0,0,0,0
ZNF345,126.848,160.908,379.388,615.226,193.709,96.509,201.052,69.861,19.759
FABP5P15,0,0,25,16,7,5,2,4,0
SMCO3,0,1,16,70,13,22,27,3,0
AC025048.1,0,2,1,7,2,5,2,3,0
RN7SL168P,2,2,36,21.042,6,3,8,5,0
B3GALNT2,121.487,131.831,382.975,538.153,204.6,124.506,193.89,48.718,13.385
DCANP1,0,1.803,5.739,7.183,0,0,0,0,0
NXPH4,0,0,4,22,9,2,13,0,2
AL359962.2,6,10,58,34.921,8.735,6,12.02,6,1
AL928970.1,18.248,18.253,581.365,848.233,318.651,152.742,309.834,45.855,30.995
ASB16-AS1,90.587,92.927,205.491,265.812,90.105,25.198,88.067,9.792,2.022
MLYCD,266.735,242.138,449.546,612.38,298.145,162.765,261.034,74.026,32.794
ACOX2,1,4,18,80,24,25,22,11.999,3
MIR4292,3,0,2,1,0,0,0,1,0
WNT11,1,0,10,37,12.286,2,18.539,1,1
AC122129.1,158.559,151.009,463.81,555.478,233.872,49.325,201.762,27.826,5.353
TBC1D3F,0,0,0,0,15.221,0,0,0,0
ZNF257,72.259,101.836,291.936,314.545,130.065,61.966,105.561,21.837,4.366
SPHK2,58.717,51.665,118.352,181.582,69.51,27.044,74.167,17.369,3.222
AL162412.1,0,0,1,14,6,2,5,1,0
GPRC5B,3,12,32.001,134.661,42.848,55.001,51.292,26,9
MIR3200,0,0,0,5,0,2,5,1,0
FGF14-IT1,1,15,12.169,90.431,27.998,40,22.059,16,5
C15orf62,0,6,27.53,34,10,7,16,9,0
MIR4633,0,0,1,0,0,3,1,0,0
EZH2P1,0,3,0,5,1,2,3.76,2,0
LINC00871,5.13,7.139,124.569,223.931,58.436,37.158,57.697,14.169,8.298
AL353706.1,3,2,3,19,4,2,5,0,0
AL158068.2,0,1,7,5,4,1,7,1,0
LINC01754,2,6,15.687,20,3,2,4.323,2,0
MBD3L2,0,3,1.207,12.175,5.668,0,5.326,0,0
SLC41A1,66,63.999,183.054,251.291,96.246,39,88.087,23,7
EHHADH-AS1,0,5.073,6.88,43.239,14.796,18.294,20.948,3.02,6.062
LINC02557,0,0,2,8,0,0,2,0,0
RPS26P48,0,2,2,10,6,5,4,0,0
AC027130.1,12,15,5.8,18.282,11.4,27,7.627,22,3
MIR6070,0,0,0,4,2,1,2,0,0
AC012355.1,0,0,2,20,2,5,8,0,1
MAGEA8-AS1,1,1,2,10,2,1,7,1,0
AC008659.1,0,5,10,27,7,10,10,2,1
RPL35AP19,0,1,0,12,2,2,8,2,2
AC078962.3,34.428,40.848,899.177,289.932,226.928,27.424,69.931,13.522,2.255
RASAL2-AS1,175.351,303.127,293.227,635.486,203.646,147.415,202.954,69.421,26.98
NXF3,4,5.561,22,73.886,22,21.61,28,7.395,2
SNORD114-28,1,0,1,3,1,1,4,0,0
MDFIC2,0,2,4,20,3,12,5,3,0
AC079907.1,0,3,5,8,0,1,7,0,0
ST3GAL1P1,0,0,10,12,0,3,8,4,0
AL117209.1,0,3.171,16.913,54.116,22.199,10.926,29.3,6.435,1
AC025176.1,15,6,39,59.008,11.598,1.115,11.529,4,2
AC025278.3,0,0,2,7.605,3.34,0,1,0,0
AF067845.4,0,1,2,6,3,1,2,0,0
IRS1,27.155,45.893,108.621,396.696,106.218,94.453,164.777,41.5,14.728
LINC01900,9.247,12,26.478,42.527,25,7.091,14.629,7,1
Z83313.1,0,0,29,24,8,8,5,1,0
C8orf59P2,1,1,6,16,3,2,2,0,0
AC016822.1,1.109,6.131,11.977,116.71,39.288,16.006,14.921,7.737,1.287
ATP5JP1,0,0,0,6,0,0,1,0,0
RN7SKP25,3.096,4,2,19,2,1,6,0,0
RN7SKP59,1,1,4.479,21.462,3,2.111,6.191,0,0
AC144568.1,0,0,0,0,0,0,0,0,0
ADAM9,376,315.998,628,848.999,310,104,268,56,26
RN7SL769P,15.965,8.636,28.385,29.829,4.618,4.553,9.664,0,2
AC010173.1,37,34,206,142,47,11,34,10,4
AK1,39.114,24.017,187.262,255.566,81.874,31.405,68.835,17.806,10.517
AC116407.3,28.055,37.158,185.593,290.609,97.121,25,110.904,16,11
ACOT4,1.002,6.125,33.581,72.425,19.357,19.44,21.851,6.084,2
AC026396.1,0,0,0,5,1,0,3,0,0
AL358234.1,0,0,1,11,2,3,3,1,0
AC084116.3,0,1,1,7,0,1,2,2,0
MAN1B1-AS1,25.612,42.46,170.937,219.737,84.11,45.85,69.994,23.851,8.508
RNU6-536P,0,3,4.021,1.03,0,0,0,1,0
RPS4XP15,0,0,2,23,5,9,9,8,0
LINC00572,0,0,0,2,6,2,7,1,0
RNF224,0,1,6,23,6,3,9,4,1
AC006272.2,0,0,0.721,0,0,0.756,0,2.878,0
AL356019.2,55.08,69.865,156.628,233.521,105.155,45.742,107.292,29,8.341
ACOX1,2400.502,2557.445,6187.851,3327.052,1414.638,232.695,1022.415,217.787,89.323
RSPH3,227.916,203.149,825.096,997.26,313.749,120.544,360.782,74.257,25.891
TBC1D2,165,102,176.001,270,98,33,75,21,5
AL121878.1,0,1,2,10,3,5,2,0,0
VPS13A-AS1,0,1,4.005,7.19,2.741,1,2.377,0,0
RNU6-636P,0,0,0,4.176,0,4,0,1,4
SLC45A1,0,0,5,27.999,11,3,9,3,0
AL031432.1,15.397,21.806,68.209,108.922,28.606,31.636,63.364,15.133,3.476
AC245052.1,29.458,26.693,80.492,93.708,23.254,1,23.185,4.584,0
TRBV7-6,0,3,3.732,11.293,3.552,3,2,2,0
SLC2A3P4,1.004,4.01,29.254,84.752,18.036,6.09,26.146,5,1
RNU6-86P,0,2.342,0,14.751,3.048,0,1.46,0,3.417
AC005086.1,1.751,7.381,41.345,63.004,6.52,2.502,25.285,1.018,0
AC063919.1,0,0,1,4,0,3,4,0,1
ZNF793-AS1,1,1,6,22,10,8,15,2,4
SCNN1B,1,3,8.001,98.999,20,16,46.999,9,0
CD8B2,0,0,0,8.575,0,1,5.576,0,0
RPS23P7,0,0,1,3,1,5,0,1,0
FO082842.1,1,4,6,31,11,17,14,2,3
MTRNR2L4,48.419,52.328,253.881,293.46,130.774,68.945,93.001,26.953,7.426
SOX21-AS1,1.01,18.615,18.264,108.177,35.355,44.509,39.703,15.185,6
BAIAP2L1,39.261,37.91,395.615,339.697,119.2,51.97,114.661,10.156,1
LINC01284,1.003,10.032,10.102,45.536,15.234,15.339,15.222,1.022,0
NUDT3,612.257,394.27,1504.035,1456.447,566.904,170.244,617.195,100.548,28.737
RN7SL432P,1,4,2,2.292,3,4,3.192,3,0
SAGE1,0,3,0,41,17,16,17,2,5
ZDHHC19,30.001,22,23,136,36.999,6,19.001,2,0
AC005833.4,0,2,3,11,3,1,1,0,0
AC242843.1,21.707,13.344,0,0,49.977,3.19,67.309,0,4.186
AC108199.1,0,0,4,8,2,1,6,1,0
AL451105.2,24.061,48.545,130.655,382.874,99.706,75.426,136.427,32.304,14.078
VOPP1,707,746.999,976.105,1571.482,559.001,74.001,205.001,28.743,15
TXN2,119.791,107.258,446.107,419.411,180.796,40.012,90.246,23.359,9.152
EIF1P3,0,0,2.343,8.931,4.004,3.37,1.093,0,0
AC092035.1,0,0,3,9,6,0,3,1,1
FAM86C1,5,6.382,35.506,96.143,26.801,20.16,35.327,7.116,4
AC079987.1,0,0,0,6,1,2,2,4,0
AC117490.1,0,0,1,0,0,0,0,0,0
KRTAP5-3,0,1,1,8.177,2.67,0,5,0,0
CLIC2,26.091,23.021,373.384,394.783,96.416,45.5,80.38,34.725,11.651
TARS2,215.931,286.752,517.135,571.637,262.167,71.247,181.996,47.027,14.955
LINC00536,0,4.033,10.312,83.953,21.435,26,19.206,13.012,4
AC011467.3,0,0,1,1.087,0,3.575,1,0,0
ESF1,38,32,68,158.827,49,79,63,21,9
MGAM2,1086.231,439,1193.296,2669.247,312,116.192,403.113,33,14
RNU6-254P,0,0,0,1.239,0,1,2.68,0,0
AC093367.1,0,1,5,4,2,3,1,0,0
RPS27AP16,1.913,1.484,3.228,18.993,1.796,9.61,7.991,4.877,0
AC024619.4,0,1.257,2.078,9.35,3.366,2,0,0,0
MIR7974,0,1,0,0,4,0,1,0,0
AC093525.5,21,38,7.393,16.915,9.578,6,6.967,3,0
CCDC186,617.347,496.172,1745.494,1885.556,583.003,246.873,578.759,122.999,48.063
IGLV3-21,422.064,351.829,414.923,13,8,14.604,11,0,1
AL139011.1,2,6,100.626,52.133,31.456,1,32.598,2,0
AC008814.1,3,4,4,24,5,5,4,6,2
AC092646.1,2,1,8,24,9,23,13,13,0
AC103855.3,2,0,1,9,2,2,4,3,0
PPP1R2P3,4.557,5.686,15.699,85.016,28.582,22.923,27.804,7.531,3.64
AC068205.4,0,1,18.224,0,3,5,0,2,1
C4orf33,128,93,410.879,691.675,133.735,110.696,171.057,37.999,17
AC112229.4,0,0,0,0,0,0,0,0,0
AGER,153,156.001,488.999,250,93.001,33.001,116,9,8
AL589872.1,0,0,2,3,3,1,2,1,1
ANXA1,278.001,98.702,498.244,1593.457,210.117,98,426.227,36.38,18
AC117500.1,0,0,0,24,1.03,8,18,3,2.614
LINC00320,3,6,14.001,130,36,50,46,18,6
AC114488.3,8.767,2.598,50.138,34.303,14.76,16.336,9.613,4.694,0
LMO3,7.139,30.305,79.747,366.698,90.997,117.916,123.245,30.036,13.03
SPATA33,65.615,95.728,274.145,551.809,168.679,135.372,189.353,49.041,16.8
ENPP7P1,6,2.044,51.926,48.731,18.267,3.037,15.01,3.572,6.084
AC087257.1,1,5,15,60,10,11,37,11,0
PLA2G2F,3,5,12,90,29,22,48,13,3
AC231981.1,12,2,6.767,18.894,4.548,3,9.046,2,0
VAMP3,463.685,231.628,1046.934,1540.025,408.244,38.045,242.384,77.037,20
ESRRG,31.338,60.253,190.191,511.733,167.56,116.49,197.354,51.997,14.004
SATB1,445.138,442.999,1251.734,1217.203,390.918,192.04,530.298,81,48.354
DTWD2,166.806,204.73,415.589,531.978,171.92,97.87,170.729,60.79,25.192
SAPCD2P1,1,0,2,3.022,1,0,2,2,0
HIST1H4A,127,176,196,34,31,4,16,7,6
AP003498.1,0,7.629,12.689,12.084,12.54,23.903,9.059,4.253,0
SLC27A3,97.481,62.139,109.591,243.186,79.035,34,82.338,23.856,5
TCEAL4,7,14,16,62,19,30,35,9,5
AL391380.1,0,2,5,24,9,2,7,3,0
PDLIM7,388.999,350.001,441,692.999,210.999,76.001,155,58,18
LINC01809,0,1,2,43,5,10,12,5,3
AL009178.1,0,1,1,8,4,4,4,1,0
AC096992.1,0,3,2,20,7,15,6,4,1
LSP1P2,0,0,0,1,0,0,0,1,0
SNORD15A,3228.491,1591.571,1104.018,137.016,239.647,795.978,40.764,100,61
EMP3,260.001,243.001,523.001,407.641,204.999,40,89.001,42,8
AL451127.1,0,3,1,9,0,2,1,0,0
LINC00237,0,2,9,48,7,24,21,7,6
AC019176.1,0,0,1,4,0,4,3,0,0
AL512598.1,0,1,8,6,6,2,1,1,0
MTND5P32,273,80,357.287,726.765,213.564,60,233.466,10,4
AL137784.1,0,0,1,19,4,2,9,1,4
LINC02188,28.019,24.022,108.755,247.373,92.17,66.272,94.428,32.724,12.272
AL121790.1,0,3,1,21,5,15,20,3,0
AL021407.3,2,1,13,29,2,0,4,0,0
FLJ38576,8,8,18,47,15,19,20,6,1
MIR6728,0,1,2,0,2,0,0,0,0
COX16,63.382,51.361,141.655,171.052,42.206,15.51,49.349,10.571,2
ADAMTS7P3,4,1,9.967,59.643,17.047,8.803,15.87,3.857,0
ROGDI,31,27.001,65.999,115.001,26,22.002,45,5,1
UBE2L5P,15.584,15.417,58.787,86.831,22.803,22.053,30.376,10.838,1.042
SMUG1-AS1,3.009,9.25,15.076,48.406,14.815,9.236,12.011,2.018,2.019
HCFC1,243.759,247.789,306.301,374.46,157.936,47.656,126.074,22.823,14
ARF4P3,1,0,0,23,2,2,3,4,1
NFYC-AS1,21,17,35.885,68.495,29.347,25,32.332,8,0
TRA2B,1100.999,881.373,2781.142,2631.662,930.044,201.651,846.347,122.454,82.051
RPS8P4,0,0,10,21.436,0,5,0,1,0
HOXB-AS1,9,4,9.352,33,15.56,8,19.546,3,1
MIR6868,1,3,0,0,0,0,0,2,0
AC027701.1,0,3,4,50,15,13,17,1,0
AL133271.1,0,0,1.061,13.779,0,3.048,0,2,1
MIR5192,3,4,6,3,1,0,2,0,0
AC010976.1,27.626,63.662,436.428,556.179,179.091,48.874,150.737,15.131,9.072
GTF2IRD1,34.63,63.353,191.036,345.852,128.26,55.313,110.823,40.135,8.836
AC006328.1,0,0,1.616,15.586,1,3.582,3.917,0,0
AL163636.1,0,3,20.534,50.624,14.72,8,13.723,2,2
BPTFP1,15.703,20.493,52.851,119.855,0,4.44,49.393,2.75,0
AP000904.1,0,3,1,36,11,12,12,1,1
FAM172BP,0,2,3,30,12,14,9,1,2
AL606495.2,1,0,2,3,1,0,2,0,2
GET4,135.141,109.176,55.9,72.984,64.18,30.468,36.942,24.906,7.186
RNY4,211131.002,91118.795,139096.904,14106.581,59196.925,82375.787,3468.481,14092.365,8367.591
RN7SL509P,4,5,7,31.452,12,6,16,2,0
RN7SL78P,2,2,5,30,2,2,7,2,1
AC084783.1,1,1,4,31,5,3,21,0,2
AC092349.1,0,0,3,12,2,7,3,1,0
MTOR,249,266.001,530.999,852.137,282.719,95,295.526,39.999,23
ST3GAL6,381.38,289.224,989.348,1378.484,346.324,129.292,282.523,97.589,36.211
AC109309.1,2,0,7,2,5,1,5,1,0
MIR7846,0,0,0,1,0,0,1,0,0
COX8A,174,150,249,120,43,12,8,8,2
AC087072.2,3,8,15,67,20,58,25.633,19,3
AL590233.1,1,1,612,295,153,2,94,1,0
Z75741.1,0,1,0,2,0,1,0,0,0
AC244670.1,0,0,0,2,0,0,0,0,0
MIR4266,0,0,0,0,0,0,0,0,0
AL731892.1,1.001,0,0,2.157,0,0,0,0,1
VDAC2P4,0,2,5,32,5,22,15,5,1
DEFB136,0,0,1,10,2,3,2,2,0
ELOBP3,0,0,0,14,0,5,3,1,0
AK7,65.788,83.153,112.753,262.994,72.791,46.916,93.134,19.897,14.418
AC125611.3,0,0,0,0,0,1,0,4,0
PRR27,35.35,43.447,101.952,247.646,70.759,40.231,63.28,33.051,4.175
RN7SL541P,0,2,50,46.627,29.813,9,12.896,6,0
RNU5E-1,8779.019,4424.07,5289.287,1179.456,2128.314,4310.181,226.539,368.533,145.074
CTNND2,1,7,19,138,33,47,55,22,4
ILF3,549.189,665.518,1115.338,782.542,380.901,104.923,335.661,76.987,38.097
TXNP5,0,0,0,16.507,5.557,17.914,8.121,4,3.763
RPL12P6,1.064,0,0,5.544,0,2.281,3.127,1.016,0
AL137847.3,0,0,2,1,1,0,2,0,0
FAM8A6P,0,0,4.042,15.409,3.248,6.666,4.045,5.133,0
SIDT1,214.192,266.451,697.026,650.271,227.045,96.8,224.002,47.984,31.08
C21orf2,23.891,43.116,30.908,57.563,27.801,11,27.297,12.656,5
AL035446.1,8.563,16.692,41.531,61.425,20.672,0,34.645,6.73,3.235
FGD1,1,2,31,50,19,12,32,5,1
TCP1,274.47,189.876,480.832,640.546,203.026,56.804,210.46,29.865,28.955
FAM90A8P,2.895,0,0,0,0,0,0,0,0
SASH3,369.91,284.987,581.621,1078.916,255.303,44.384,229.442,38.425,13
DNAJC27,64.655,38.065,116.433,190.995,42.023,49.515,73.315,23.685,5
AC114981.1,0,2,5,29,13,24,16,3,2
NOL7,37,31,105,148,47,21,61,10,4
ZSWIM5P2,0,0,1.227,25.867,19,2.294,9.03,3,1
PAQR6,11,16,32,71,21,4,12.001,4,3
AC005833.3,2.331,0,4.127,0,0,4.059,2.105,1.42,1.749
AC009041.1,5,7,12,20,4,5,5,2,0
HNRNPA1P24,1,0,7,31,4,10,16,9,0
MIR548AE1,0,0,0,10.738,1.28,2.597,3,0,0
RNU6-397P,0,0,1,6,2,2,3,1,0
LINC01984,0,1,3.863,8.784,7.513,1.619,7.38,0,0
RNU6-219P,0,0,0,4,0,0,2,0,0
S100G,0,0,3,1,1,2,3,0,0
AC020914.1,0,4,5,26,4,7,8,9,0
LINC00314,16.712,30.692,84.011,86.431,38.325,22.473,28.213,11.693,4.152
AL024509.2,0,2,3,10.848,2.414,1,3.43,1,1
AC090049.1,0,1.009,5.053,53.028,15.077,13.21,17.36,6.14,0
LINC01877,2,6.489,51.58,184.218,51.602,38.71,55.903,9.666,2
MIR3691,0,0,0,1,0,0,0,1,0
AC113378.1,0,0,1,10,5,3,5,3,0
SNORD3H,1,4,1,9,1,1,1,0,1
PSEN1,1237.633,959.853,3195.205,3388.957,1025.496,209.095,849.326,153.452,65.037
MEGF6,39,60,56,76.999,29,22,47.001,12,11
RNU6-15P,117.95,114.636,100.582,69.375,168.743,30.431,6.632,7.38,5.74
SLC35F3,0,5,7,63,16,28,21,5,2
CXCL11,0,4,5,57,22,25,25,3,4
AC009127.3,0,1,2,7,0,0,6,1,0
MIR1302-4,0,2,0,6,3,6,3,0,1
AC074085.1,0,1,2,10,8,0,3,1,0
HSP90B3P,1.007,5,11,58.606,20.276,32,14.143,3,3
FAM58A,31,29,36,29.001,30,9,16.544,1,1
AC135371.1,0,0,2,5,4,0,2,2,0
AC011476.3,43.957,43.312,262.505,214.695,80.634,21.377,62.581,22.635,1.243
AC000095.1,5,13,0,0,0,2.02,0,0,0
CALD1,122,131,359.051,848.045,247.997,156.999,278.386,68.999,15
MIR4436B1,0,0,0,0,4,7,1,1,0
GJC3,0,3,4,30.229,9.609,14,8,6,1
FENDRR,9.421,10.305,49.673,223.988,76.53,58.409,81.478,19.744,8.289
OXA1L,399.793,352.876,1175.262,1101.124,421.86,112.895,342.793,79.21,31.644
KRT18P37,6,3,7,25,5,3,4,1,0
AL390754.1,0,1,19,25,13,1,5,1,1
PCDHAC2,0,1.74,7.944,43.038,6,30.892,27.19,5.07,2
AL590806.1,0,0,3,4,1,1,12,4,1
ENTPD8,0,1,2,19,7,3,12,7,1
UBE2F-SCLY,5.458,11.96,39.359,38.211,14.359,8.156,17.572,5.071,0
NMBR,0,1,4,29,6.088,10,9,1,0
MIR766,1,2,1,4,2,0,0,2,0
AC084824.2,0,2,6,20,6,3,4,0,0
CPXM1,0,4,6,29,6,3,19,1,4
AC027313.1,0,7.088,4.046,34.1,20.575,18,22,5,5
ITGB3BP,4991.587,5079.619,8725.961,8404.096,4187.004,878.57,2496.448,793.372,621.243
HSD17B3-AS1,1,2,5.567,12.315,4,8,4,3,2
AL135925.1,40.168,47.441,51.923,67.236,20.429,8.728,32.623,4,4
BCAS2P1,4,5.271,7,35,10,7,12,2,1
RNU6-733P,0,0,8,3,4,1,4,0,0
AC048334.1,0,0,0,2,1,0,2,0,0
LINC01318,0,20,46.325,109.743,44.831,55,40.443,22,6
ARRDC3,1104.001,723.999,3246.431,5313.779,1471.627,262.999,1497.43,194,89.001
RXRG,0,1,4,33,8,7,18,6,1
SNRPGP18,2,3,305,269,60,2,61,3,0
ZNF605,164.483,201.108,621.991,918.532,307.37,227.595,310.056,100.271,36.115
OGFRL1,4469.156,3727.681,12952.361,9038.109,3583.833,515.968,2617.896,566.478,371.275
TRAPPC5,309.242,328.414,989.6,1021.023,401.931,106.637,318.518,73.873,39.01
AC027796.1,1,0,10,15,5,1,7,1,2
MPDZ,3,38.001,44.999,346.001,104,171.999,141.999,56,24
PLK5,0,0,6,36,16,9,8,4,3
GOLGA6L2,3,22,62.15,192,66,158.126,77,56,15
IRX3,0,10,6,34,25,34,20.304,19,14
AL035079.1,0,0,0,18,1,2,4,0,0
ATP2B1-AS1,59.424,46.62,201.387,187.867,66.99,35.024,56.445,16.858,2.23
RNU6-166P,1,3,2,0,1.593,1,3,0,0
AC092171.4,28,31,46.831,52.124,20.861,7,21.148,9,3
7SK,88.9,94.611,192.99,182.794,87.133,55.064,21.157,14.116,2
MIR5705,0,0,0,3,3,0,1,0,0
AC005899.1,138.81,164.756,328.089,364.515,130.248,35.382,149.536,35.086,10.976
AC067931.2,4,3,9,45,8,9,21,1,2
AC007619.2,0,2,2,19,5,2,4,1,1
RNA5SP478,0,0,0,0,0,1,0,0,0
AC093879.1,2.334,5.58,75.831,130.711,32.026,17.045,43.977,10.116,6.086
LINC01916,0,0,2,10,1,2,5,2,1
POLE3,70.924,59.001,174.215,272.873,79.299,40.836,75.289,11,3
USH1G,3,7,13,60,16,3,28,4.068,3
RPL7L1P9,2.072,5.437,1.269,31.659,8.929,5,7.891,4.118,2
AL160236.2,1.314,3.879,0,6.678,0,0,2.689,0.717,0
AC092125.1,0,3,6,52,15,14,18,2,1
AL606489.1,0,1,4,10,0,0,8,0,0
RFXANK,33,64.082,79.279,96.57,37.483,11.01,22.716,12.136,4
TPT1P8,0,1,2,20,2,1,3,0,0
RNA5SP274,0,0,0,3,1,3,3,3,0
ST13,283.466,202.399,2100.792,3801.465,724.921,160.304,588.124,166.241,86.093
AC090643.1,85.497,114.106,345.342,512.263,170.087,110.913,177.979,47.405,13.896
Z98259.2,2,2,0,9,5,1,9,4,0
AL512604.3,11,9,24.059,25,6,5,8,2,0
AC024267.6,15,16,118.382,130.239,53.655,5,20.544,2,0
TNFRSF11B,14.095,29.153,59.824,127.085,33.225,29.451,31.876,19.409,4
LINC02284,8,3,25,40,9,5,16,4,1
ATP5F1P2,1,0,3,8,3,0,17,1,0
INHBC,2,0,7,35,11,1,20,0,1
ASPDH,0,1,8,47.999,12,3,21,0,2
AC020978.2,13.128,36.572,34.514,26.114,6.911,2.859,22.865,1.302,0
CSNK1A1,903.533,581.282,2210.183,3207.52,830.796,126.9,747.791,90.337,39.754
CHST6,160.133,185.197,248.71,462.05,172.715,147.41,215.817,69.06,36.691
RPL5P34,9.39,14.501,32.283,20.649,4.381,4.16,8.313,3.072,1.109
AC015910.1,19,16,54.09,52.863,18.428,4,26.158,3,1
AC135068.11,0,1,0,30.017,6.227,5.454,0,4.642,1
UBE2V1P6,0,7,3,15,7,19,1.007,7,1
DDX41,43.999,40,72,135.001,36,20.001,46,9,2
AC006927.2,0,5,1,25,9,4,6,2,1
AL512635.1,0,3,5,47,7,6,13,4,1
IGHV3-25,1,0,1,12,1.097,4,3,0,0
AP001615.1,0,0,3.673,5.449,0,1,0,0,0
LDLRAD3,42.045,43.684,116.017,188.552,79.914,50.483,70.458,20.148,2.05
SYNPO,24.11,26.465,108.283,301.749,95.293,73.581,111.252,35.184,8.626
LINC01597,14,32,67.642,507.108,155.233,145.497,167.408,74.633,21
RNA5SP60,2,0,1,0,3,1,0,0,0
LINC02543,0,0,1,32,4,17,7,3,5
RPL7AP25,0,1,2,20,2,4,2,2,0
AL592227.1,0,0,0,3,0,0,0,0,0
SLC25A5P7,0,1,4,13,1,1,9,3,0
AL160394.1,0,1,2,20,5,4,10,1,3
RNU6-1203P,0,1,0,5,0,0,2,0,0
MSH4,26,6,45,110,34,31,57,5,1
AL135838.1,4,12,18,24,6,4,7,5,0
RNA5SP472,0,0,0,8,2,3,1,1,0
TRIM34,117.644,83.659,233.084,472.798,121.463,42.293,116.431,18.207,5.141
ZNF112,2,6,13,123.002,39.617,46,45,20,6
AL391119.1,0,1,0,11.05,2,0,7.008,0,0
AL732372.1,0,0,9.511,7.038,9.947,4.41,4.859,0,0
PLXNA1,18,22,32,111.175,35,35,49,9,4
LMBR1L,267.802,403.367,1034.709,661.416,293.986,87.764,204.476,56.084,22.363
APBA1,12.142,39.157,79.673,277.883,60.46,71.63,110.132,34.331,13.232
AC006499.8,0,0,0,0,0,0,0,0,0
AL451081.2,0,0,0,7,0,3,2.029,1,0
DOC2B,36.929,36.794,105.952,157.368,74.492,59.268,81.731,21.139,7.027
AGAP3,58,71.999,82.001,249.999,73,28.999,112.998,28,10
PRAMEF14,0,6.441,6.107,48.211,8.103,25.02,10,14.126,1.083
GOLGA3,696.166,901.529,1540.129,905.203,465.673,112.125,343.096,89.393,44.02
SNORD115-38,0,0.5,0,0,0,1,1,0,0
ANKRD20A21P,1.426,24.815,27.471,337.148,122.063,147.631,122.83,51.113,22.122
CDK5P1,0,0,4,15,3,1,6,1,0
AL929410.1,0,0,0,0,0,2,0,0,0
AP000695.1,1,4,5,24,8,18,7,11,0
AL158823.1,0,0,2.903,4.947,4.319,10.992,4.928,1.141,0
MTND2P16,0,1,2,35,13,3.161,6,0,0
AL118508.4,150,73,407,289,76,31,105,19,8
OGFR-AS1,2,0,9.612,6.701,4.362,0,0,0,0
AL161785.2,0,0,3,38.434,10,7.608,15,6,0
AL355994.4,0,1,31,41,26,2,7,2,0
AC040174.1,13.103,36.352,33.473,202.829,48.498,41.082,79.269,12.019,3.087
AL162615.1,57.375,39.237,74.52,130.247,32,10.49,46.247,4,1
FARSBP1,0,3,7,60,21,41,26,7,3
CR383656.2,2.135,1.302,16.472,55.202,0,16.183,2.85,5.128,0
YES1,171.122,121.135,264.659,561.671,171.402,96.601,168.585,44.568,26.769
FSHR,1,5,10,93,28,26.001,21.999,6,1
AL161729.4,2,0,2,11,11,4,2,3,3
NUS1,317,178,603.866,692.382,250.038,166.067,280.361,57,17
MIR4671,0,0,0,7,0,1,1,0,0
AL513175.2,0,0,0,2.965,2.507,2,3.095,0,0
ZP2,23.817,24.648,53.742,229.714,42.444,25.327,58.097,16.965,3.925
AL160287.1,2.074,17.782,121.255,166.484,71.762,20.776,47.708,11.273,0
AL136531.2,17.258,17.063,72.029,43.328,20.423,6.74,10.488,2.262,0
AC093019.2,6.978,9.167,17.51,20.079,8.16,3.233,11.66,0,0
TMEM131,471.662,289.843,1075.298,1479.218,428.618,144.001,492.368,74.271,32.001
ALX3,1,3,1.416,9.885,3.56,3,2.36,1,0
RNU6-496P,6.077,4.128,5.091,0,3.027,1.004,1.007,0,0
CRYZ,22,21.001,46.091,129.147,33,28,68,14,10
TIMM21,44.873,62.325,143.82,324.655,120.785,85.574,144.919,34.192,13.02
AL118506.1,38,28,47,74,26,5,31,5,0
CHRD,103.009,232.405,500.448,535.948,291.213,284.231,157.793,105.335,36.654
